artist,album,track,overall_loudness,spectral_energy,danceability,tempo,duration,zerocrossingrate,spectral_strongpeak,spectral_spread,spectral_skewness,spectral_rolloff,spectral_rms,spectral_kurtosis,spectral_flux,spectral_entropy,spectral_energyband_middle_low,spectral_energyband_middle_high,spectral_energyband_low,spectral_energyband_high,spectral_decrease,spectral_complexity,spectral_centroid,silence_rate_60dB,silence_rate_30dB,silence_rate_20dB,pitch_salience,melbands_spread,melbands_skewness,melbands_kurtosis,melbands_flatness_db,melbands_crest,loudness_ebu128_short_term,loudness_ebu128_momentary,loudness_ebu128_loudness_range,hfc,erbbands_spread,erbbands_skewness,erbbands_kurtosis,erbbands_flatness_db,dynamic_complexity,dissonance,barkbands_spread,barkbands_skewness,barkbands_kurtosis,barkbands_flatness_db,barkbands_crest,average_loudness,beats_count,beats_loudness,bpm_histogram_first_peak_bpm,bpm_histogram_first_peak_weight,bpm_histogram_second_peak_bpm,bpm_histogram_second_peak_spread,bpm_histogram_second_peak_weight,onset_rate,chords_scale,chords_key,tuning_nontempered_energy_ratio,tuning_frequency,tuning_equal_tempered_deviation,tuning_diatonic_strength,hpcp_entropy,hpcp_crest,chords_strength,chords_number_rate,chords_changes_rate,key,mode,approachability,engagement,valence,arousal,model_danceability,aggressive,happy,party,relax,sad,acoustic,electronic,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,fnct,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,positivewords,negativewords
"Manchester Orchestra, The Front Bottoms",Allentown,Allentown,-10.7421569824,0.0286958869547,0.890786170959,126.09312439,193.57333374,0.0370453670621,0.534448504448,4927262.5,3.37420558929,676.843139648,0.0046688313596,29.1601982117,0.0656810328364,6.67926120758,0.0153283532709,0.00216600275598,0.0121373059228,4.45805490017e-4,-7.32894367417e-9,10.223195076,609.440795898,0.156032621861,0.997121632099,1,0.557732701302,8.97869300842,3.82323741913,43.1950531006,0.346782177687,16.0856304169,-13.0914916992,-14.6163272858,11.4067058563,11.4085884094,34.3780784607,1.40058517456,6.54035282135,0.192822664976,5.85379648209,0.427891403437,10.5999011993,2.95061397552,25.7901134491,0.242336690426,11.674249649,0.679056107998,411,0.0335015021265,126,0.45289850235,133,0.299999952316,0.0512195117772,2.20561981201,major,C,0.944638371468,434.193115234,0.202174559236,0.670605361462,2.0865688324,13.2967882156,0.586346745491,0.00167865701951,0.0386091135442,F,major,0.0686811,0.5418743,4.0456648,4.0236917666666665,0.73073017,0.6260926,0.00612967021,0.97161915,0.158709315,0.774789485,0.09843874849999999,0.829972655,0.178719085,0.45617357,297,66.95,11.23,55.3,77.5,297,10.77,92.93,80.47,71.38,22.56,13.47,10.77,1.35,0.67,0,0.67,9.09,21.89,7.41,0.67,21.55,12.46,3.37,0,1.35,17.17,3.7,6.73,4.04,2.02,0,2.02,9.43,4.04,5.39,2.36,2.36,0,0,0,0.67,0,5.05,4.38,0.67,0.67,0.67,0,0,0,0,0,6.06,1.68,0,0,0,0,1.01,4.38,0.67,0,0,1.01,0,0,0,0,5.05,0,0,1.68,0.67,3.37,2.02,1.35,0.67,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,2.36,10.77,3.37,0,0.67,2.69,0,0,0,1.68,3.03,7.41,0,0,0,0,0,0,18.86,0,9.43,0,0,4.04,5.39,0,22,2
